version,operation,width,height,threads,processes,elapsed_sec,speedup
hybrid,grayscale,7633,4912,4,4,0.108378,0
hybrid,gaussian_blur,7633,4912,4,4,0.658589,0
hybrid,sobel_edge,7633,4912,4,4,0.0931693,0
hybrid,brightness,7633,4912,4,4,0.212913,0
hybrid,histogram_eq,7633,4912,4,4,0.0630605,0
