version,operation,width,height,threads,processes,elapsed_sec,speedup
sequential,grayscale,7633,4912,1,1,0.0992624,1
sequential,gaussian_blur,7633,4912,1,1,2.85918,1
sequential,sobel_edge,7633,4912,1,1,0.394147,1
sequential,brightness,7633,4912,1,1,0.299459,1
sequential,histogram_eq,7633,4912,1,1,0.167225,1
